id,class,kind,in_set,four_way,a_in_degree,b_wdegree,c_in_wdeg,c_out_wdeg,place_in,community,label
G0010,G,person,True,I_person_entry,8,132,18,12,0,0,"הראב""ד השני"
G0050,G,person,True,I_person_entry,8,178,5,5,0,2,"מהר""ר אברהם ן' חנניא"
G0131,G,person,True,I_person_entry,8,61,3,7,0,3,"מהר""ר אהרן הכהן פרחיא"
G0150,G,person,True,I_person_entry,8,202,15,13,0,18,"מהר""ר אליה אביי"
G0162,G,person,True,I_person_entry,8,110,9,8,0,3,"מהר""ר אליהו ן' חיים"
G0364,G,person,True,I_person_entry,8,49,2,12,0,5,"מהר""ר דוד פרדו"
G0419,G,person,True,I_person_entry,8,99,2,11,0,11,"מהר""ר חיים אבואלעפיא"
G0423,G,person,True,I_person_entry,8,210,6,6,0,3,"מהר""ר חיים אלגאזי"
G0484,G,person,True,I_person_entry,8,80,4,7,0,11,"מהר""ר יאשיהו פינטו"
G0498,G,person,True,I_person_entry,8,233,12,6,0,0,"רבינו יהודה בן הרא""ש"
G0609,G,person,True,I_person_entry,8,327,11,30,0,0,רבינו יוסף חביבא
G0701,G,person,True,I_person_entry,8,243,8,14,0,6,"מהר""ר יעקב ן' חביב"
G0866,G,person,True,I_person_entry,8,40,2,11,0,2,"מהר""ר ישועה שבאבו ידיע זיין"
G0910,G,person,True,I_person_entry,8,151,6,12,0,5,"מהר""ר יששכר (בער"
G0958,G,person,True,I_person_entry,8,15,6,2,0,0,רבינו מאיר בר טודרוס הלוי מטוליטולא
G1295,G,person,True,I_person_entry,8,74,3,4,0,3,"מהר""ר שבתי יונה"
G1442,G,person,True,I_person_entry,8,208,18,10,0,1,רבינו שמחה בר שמואל
G1473,G,person,True,I_person_entry,8,246,14,13,0,1,רבינו שמשון בר צדוק
O0206,O,person,False,II_person_external,8,150,5,6,0,14,"הר""ר מאיר (אבי הר""ר נתן)"
O0399,O,book,False,IV_book_external,8,60,9,0,0,12,מגילת אסתר
O0505,O,book,False,IV_book_external,8,287,8,1,0,0,מסכת בבא קמא
O0533,O,book,False,IV_book_external,8,282,8,0,0,11,מסכת מנחות
O0625,O,book,False,IV_book_external,8,61,7,3,0,13,סדר קדשים
O0649,O,book,False,IV_book_external,8,160,10,1,0,2,ספר הזוהר
O0901,O,person,False,II_person_external,8,86,2,7,0,4,רבי אברהם אבלי הלוי גומבינר
O1089,O,person,False,II_person_external,8,185,2,11,0,4,רבי מאיר בן יצחק אייזנשטט
O1150,O,person,False,II_person_external,8,53,5,19,0,7,רבי שלמה אפרים מלונטשיץ
O1204,O,person,False,II_person_external,8,228,3,4,0,1,רבינו יצחק (אבי רבינו קלונימוס הזקן)
O1280,O,book,False,IV_book_external,8,142,9,2,0,0,"שו""ת הרא""ש"
O1346,O,book,False,IV_book_external,8,214,5,3,0,3,שיירי כנסת הגדולה
S0051,S,book,True,III_book_entry,8,6,3,0,0,4,אור חדש
S0093,S,book,True,III_book_entry,8,20,3,0,0,5,ספר אלים
S0301,S,book,True,III_book_entry,8,200,3,6,0,0,גופי הלכות
S0314,S,book,True,III_book_entry,8,172,9,6,0,2,גלגולים
S0359,S,book,True,III_book_entry,8,14,4,3,0,6,דובב שפתי ישנים
S0577,S,book,True,III_book_entry,8,133,8,1,0,3,"חבור על סמ""ג"
S0789,S,book,True,III_book_entry,8,180,4,5,0,0,ירושלמי
S0796,S,book,True,III_book_entry,8,221,7,5,0,9,ס' הישר
S1053,S,book,True,III_book_entry,8,197,9,0,0,5,מכילתא
S1173,S,book,True,III_book_entry,8,174,7,10,0,1,משבצות זהב
S1453,S,book,True,III_book_entry,8,315,13,1,0,0,פירוש להלכות נדרים
S1863,S,book,True,III_book_entry,8,74,10,9,0,1,שלטי הגבורים
S1872,S,book,True,III_book_entry,8,89,8,0,0,3,שמות הגיטין
S1908,S,book,True,III_book_entry,8,68,3,6,0,8,שערי צדק
S1963,S,book,True,III_book_entry,8,124,5,1,0,5,תוספתא
G0025,G,person,True,I_person_entry,7,78,10,9,0,3,"מהר""ר אברהם די בוטון"
G0077,G,person,True,I_person_entry,7,81,10,10,0,6,מה' אברהם מונסון
G0196,G,person,True,I_person_entry,7,114,18,10,0,1,רבינו אליעזר הלוי
G0316,G,person,True,I_person_entry,7,199,2,3,0,8,גאונים
G0396,G,person,True,I_person_entry,7,30,6,10,0,5,"מהר""ר וידאל הצרפתי"
G0416,G,person,True,I_person_entry,7,95,5,7,0,3,"מהר""ר חייא רופא"
G0532,G,person,True,I_person_entry,7,229,18,17,0,8,רבינו יהודה הנשיא
G0534,G,person,True,I_person_entry,7,104,0,2,0,8,"מהר""ר יהודה עבאס"
G0539,G,person,True,I_person_entry,7,267,14,14,0,1,"רבינו יהודה מפארי""ש"
G0573,G,person,True,I_person_entry,7,71,6,16,0,7,"מהר""ר יום טוב הלוי העליר"
G0588,G,person,True,I_person_entry,7,158,4,8,0,3,"מהר""ר יוסף איסקאפא"
G0589,G,person,True,I_person_entry,7,16,0,3,0,2,"מהר""ר יוסף אירגאז"
G0672,G,person,True,I_person_entry,7,122,6,2,0,3,"מהר""ר יחיאל טראבוטו"
G0718,G,person,True,I_person_entry,7,249,1,7,0,5,"מהר""ר יעקב הלוי"
G0735,G,person,True,I_person_entry,7,13,4,7,0,9,"מהר""ר יעקב בן הגאון מהר""ר צבי"
G0755,G,person,True,I_person_entry,7,125,8,10,0,15,"מהר""י (יצחק) אברבאניל"
G0892,G,person,True,I_person_entry,7,174,4,4,0,7,"מהר""ר ישראל מברונא"
G0963,G,person,True,I_person_entry,7,160,2,5,0,0,"מהר""ם (מאיר) מלובלין"
G0995,G,person,True,I_person_entry,7,156,4,13,0,0,רבינו מנחם ן' זרח
G1042,G,person,True,I_person_entry,7,326,5,3,0,0,"הר""מ (משה) מאיבורא"
G1088,G,person,True,I_person_entry,7,39,2,4,0,2,"מהר""ר משה הלוי הנזיר"
G1185,G,person,True,I_person_entry,7,92,3,8,0,5,"מהר""ר נתן שפירא"
G1191,G,person,True,I_person_entry,7,273,5,3,0,0,רבינו נתנאל הקדוש
G1216,G,person,True,I_person_entry,7,217,4,3,0,8,"ר""ע (ר' עזריה) מאדומים"
G1274,G,person,True,I_person_entry,7,86,3,9,0,4,"מהר""ר רפאל מלובלין"
G1317,G,person,True,I_person_entry,7,95,7,6,0,0,רבינו שלמה ן' גבירול
G1341,G,person,True,I_person_entry,7,93,1,3,0,0,"מהר""ר שלמה סירילייו"
G1392,G,person,True,I_person_entry,7,138,2,4,0,0,רבי שמואל בן חפני גאון
G1415,G,person,True,I_person_entry,7,183,3,8,0,3,רבינו שמואל הסרדי
O0298,O,book,False,IV_book_external,7,209,1,6,0,1,חיים שאל
O0520,O,book,False,IV_book_external,7,161,6,2,0,0,מסכת חגיגה
O0535,O,book,False,IV_book_external,7,316,7,1,0,0,מסכת נדה
O0559,O,book,False,IV_book_external,7,277,6,0,0,0,מסכת תענית
O0748,O,book,False,IV_book_external,7,148,19,2,0,10,"פירוש המשנה למהר""א אזולאי"
O0998,O,person,False,II_person_external,7,103,6,9,0,2,רבי יהונתן גלאנטי
O1029,O,person,False,II_person_external,7,163,0,17,0,5,רבי יחיאל הלפרין
O1216,O,person,False,II_person_external,7,215,5,7,0,1,רבינו משה בן חנוך
O1403,O,book,False,IV_book_external,7,243,9,4,0,1,תוספות יומא
S0043,S,book,True,III_book_entry,7,117,13,5,0,2,אוצרות חיים
S0125,S,book,True,III_book_entry,7,24,13,4,0,7,אסור והתר הארוך
S0167,S,book,True,III_book_entry,7,72,3,4,0,4,באר יעקב
S0196,S,book,True,III_book_entry,7,169,4,6,0,12,בית דוד
S0252,S,book,True,III_book_entry,7,47,3,0,0,3,בעי חיי
S0276,S,book,True,III_book_entry,7,120,7,3,0,8,בשמים ראש
S0287,S,book,True,III_book_entry,7,74,3,1,0,4,גאוני בתראי
S0512,S,book,True,III_book_entry,7,41,7,6,0,7,ויכוח מים חיים
S0651,S,book,True,III_book_entry,7,226,7,1,0,3,חינוך
S0669,S,book,True,III_book_entry,7,235,7,11,0,1,ס' חסידים
S0729,S,book,True,III_book_entry,7,112,4,3,0,6,יבין שמועה
S0755,S,book,True,III_book_entry,7,60,4,1,0,5,ילקוט
S0783,S,book,True,III_book_entry,7,164,14,2,0,2,ס' יצירה
S0970,S,book,True,III_book_entry,7,108,2,6,0,7,מבוא שערים
S0992,S,book,True,III_book_entry,7,233,10,4,0,9,מגן אבות
S1089,S,book,True,III_book_entry,7,24,2,9,0,1,מנחת יהודה
S1092,S,book,True,III_book_entry,7,41,7,2,0,7,מנחת יעקב
S1170,S,book,True,III_book_entry,7,46,3,2,0,7,משאת משה
S1239,S,book,True,III_book_entry,7,360,15,5,0,0,נמוקי יוסף
S1291,S,book,True,III_book_entry,7,157,11,13,0,8,סופרים
S1390,S,book,True,III_book_entry,7,125,3,3,0,1,עמודי גולה
S1403,S,book,True,III_book_entry,7,247,4,2,0,9,עץ אבות
S1534,S,book,True,III_book_entry,7,42,4,2,0,4,פנים מאירות
S1553,S,book,True,III_book_entry,7,25,3,8,0,7,פענח רזא
S1561,S,book,True,III_book_entry,7,38,7,5,0,5,פרח שושן
S1758,S,book,True,III_book_entry,7,59,8,3,0,3,רב יוסף
S1811,S,book,True,III_book_entry,7,19,6,2,0,12,שבט מוסר
G0036,G,person,True,I_person_entry,6,57,5,6,0,2,מה' אברהם גאלאנטי
G0057,G,person,True,I_person_entry,6,10,0,8,0,17,"מהר""ר אברהם יחיאל פישל"
G0058,G,person,True,I_person_entry,6,44,4,1,0,11,"מהר""ר אברהם היכיני"
G0073,G,person,True,I_person_entry,6,123,9,4,0,10,"רבינו אברהם בנו של הרמב""ם"
G0075,G,person,True,I_person_entry,6,40,2,7,0,3,"הרב הגדול מהר""ר אברהם מוטאל"
G0121,G,person,True,I_person_entry,6,2,2,10,0,13,הרב המקובל החסיד מה' אהרן ברכיה ממודינא
G0186,G,person,True,I_person_entry,6,88,1,3,0,3,מה' אליעזר ן' ארחא
G0190,G,person,True,I_person_entry,6,38,7,7,0,1,רבינו אליעזר הגדול
G0243,G,person,True,I_person_entry,6,46,9,12,0,0,רבינו בחיי בר אשר מסרקסטא
G0349,G,person,True,I_person_entry,6,40,3,7,0,6,"מהר""ר דוד הכהן"
G0420,G,person,True,I_person_entry,6,163,16,7,0,1,"הר""ח (חיים) מאוסטרא"
G0489,G,person,True,I_person_entry,6,80,3,5,0,1,רב יהודאי גאון
G0549,G,person,True,I_person_entry,6,54,0,6,0,4,"הגאון מהר""ר יונתן"
G0616,G,person,True,I_person_entry,6,242,9,2,0,1,רבינו יוסף טוב עלם
G0628,G,person,True,I_person_entry,6,45,7,4,0,2,מה' יוסף הלוי נזיר
G0638,G,person,True,I_person_entry,6,39,5,8,0,3,מה' יוסף ן' עזרא
G0715,G,person,True,I_person_entry,6,37,2,14,0,11,"מהר""ר יעקב כולי"
G0758,G,person,True,I_person_entry,6,226,9,8,0,1,"רבינו יצחק בר אברהם משנ""ץ"
G0788,G,person,True,I_person_entry,6,64,3,5,0,2,"מהר""ר יצחק זרחיה"
G0806,G,person,True,I_person_entry,6,137,13,7,0,1,רבינו יצחק הלוי
G0834,G,person,True,I_person_entry,6,48,12,11,0,2,רבינו יצחק דמן עכו
G0850,G,person,True,I_person_entry,6,149,7,8,0,0,רבינו יצחק בר ראובן איל ברגלוני
G0900,G,person,True,I_person_entry,6,68,2,6,0,6,"מהר""ר ישראל בר מאיר די קוריאל"
G1022,G,person,True,I_person_entry,6,34,2,11,0,6,"מהר""ר מרדכי אצבאן"
G1031,G,person,True,I_person_entry,6,34,2,16,0,2,"מהר""ר מרדכי הלוי"
G1060,G,person,True,I_person_entry,6,277,5,4,0,0,"מהר""ר משה ן' דאנון"
G1122,G,person,True,I_person_entry,6,7,6,5,0,14,"מהר""ר משה קאזיס"
G1168,G,person,True,I_person_entry,6,33,3,6,0,5,"מהר""ר נפתלי כ""ץ"
G1183,G,person,True,I_person_entry,6,145,14,9,0,1,רבינו נתן בעל הערוך
G1196,G,person,True,I_person_entry,6,174,9,4,0,5,"מהר""ר סולימאן ן' אוחנא"
G1279,G,person,True,I_person_entry,6,35,1,10,0,14,"מהר""ר רפאל שלמה צרור"
G1302,G,person,True,I_person_entry,6,52,7,14,0,7,מה' שלום שכנא
G1319,G,person,True,I_person_entry,6,27,0,2,0,3,"מהר""ר שלמה ן' חסון"
G1329,G,person,True,I_person_entry,6,72,5,3,0,2,"מהר""ש הלוי"
G1330,G,person,True,I_person_entry,6,89,2,7,0,1,"מהר""ש הלוי הזקן"
G1365,G,person,True,I_person_entry,6,119,1,2,0,12,"מהר""ר שמואל אוזידא"
G1369,G,person,True,I_person_entry,6,185,2,2,0,2,"מהר""ר שמואל אלגאזי"
G1477,G,person,True,I_person_entry,6,80,8,5,0,7,"מהר""ר שעפטיל סג""ל"
O0018,O,book,False,IV_book_external,6,216,6,4,0,0,"אגרות הרמב""ם"
O0111,O,person,False,II_person_external,6,54,6,1,0,0,בעלי התוספות
O0501,O,book,False,IV_book_external,6,128,6,0,0,9,מסכת אבות
O0528,O,book,False,IV_book_external,6,95,6,0,0,0,מסכת כתובות
O0537,O,book,False,IV_book_external,6,248,7,1,0,0,מסכת נזיר
O0669,O,book,False,IV_book_external,6,96,6,10,0,1,ספר הרקח
O0725,O,book,False,IV_book_external,6,97,2,2,0,0,עין זוכר
O0909,O,person,False,II_person_external,6,55,10,8,0,3,רבי אברהם חיות (בן יצחק)
O0922,O,person,False,II_person_external,6,294,8,5,0,8,רבי אליעזר בן הורקנוס
O0968,O,person,False,II_person_external,6,125,5,4,0,5,רבי חייא
O1256,O,book,False,IV_book_external,6,95,10,2,0,1,"שאלות ותשובות הריב""ש"
O1281,O,book,False,IV_book_external,6,49,7,2,0,0,"שו""ת הרדב""ז"
O1292,O,book,False,IV_book_external,6,38,8,2,0,6,"שו""ת מבי""ט"
O1313,O,book,False,IV_book_external,6,62,3,2,0,0,"שו""ת מהרד""ך"
O1331,O,book,False,IV_book_external,6,16,5,0,0,4,שולחן ערוך חושן משפט
O1334,O,book,False,IV_book_external,6,143,1,5,0,8,שיורי ברכה
O1364,O,book,False,IV_book_external,6,108,3,3,0,2,שם הגדולים חלק ב (מערכת ספרים)
O1387,O,book,False,IV_book_external,6,297,0,7,0,0,שער יוסף
S0012,S,book,True,III_book_entry,6,20,3,0,0,10,אבק סופרים
S0055,S,book,True,III_book_entry,6,91,7,2,0,2,אור החמה
S0137,S,book,True,III_book_entry,6,2,0,2,0,5,ארזי הלבנון
S0149,S,book,True,III_book_entry,6,62,6,4,0,11,אשל אברהם
S0151,S,book,True,III_book_entry,6,49,7,2,0,0,"באור לטור א""ח וי""ד"
S0238,S,book,True,III_book_entry,6,37,5,5,0,5,בני חיי
S0246,S,book,True,III_book_entry,6,26,5,3,0,3,בני שמואל
S0373,S,book,True,III_book_entry,6,24,7,1,0,0,דעת זקנים
S0409,S,book,True,III_book_entry,6,200,7,6,0,0,הגהות אשרי
S0410,S,book,True,III_book_entry,6,81,6,1,0,6,"הגהות והשגות על הב""י"
S0451,S,book,True,III_book_entry,6,126,6,3,0,1,"הגהות ספר התשב""ץ"
S0539,S,book,True,III_book_entry,6,139,4,6,0,2,זהרי חמה
S0568,S,book,True,III_book_entry,6,4,3,0,0,16,זרע יצחק
S0758,S,book,True,III_book_entry,6,3,2,3,0,5,ילקוט חדש
S0778,S,book,True,III_book_entry,6,48,6,2,0,8,יפה מראה
S0787,S,book,True,III_book_entry,6,133,5,3,0,1,ס' יראים
S0805,S,book,True,III_book_entry,6,27,3,4,0,3,כהונת עולם
S0823,S,book,True,III_book_entry,6,109,9,2,0,6,כללי הגמרא
S0874,S,book,True,III_book_entry,6,52,8,3,0,0,כתר שם טוב
S0889,S,book,True,III_book_entry,6,22,11,2,0,7,לבוש
S0986,S,book,True,III_book_entry,6,64,3,5,0,5,מגלה עמוקות
S1055,S,book,True,III_book_entry,6,78,5,3,0,5,ס' המכריע
S1136,S,book,True,III_book_entry,6,158,11,1,0,14,"ס' המצות להרמב""ם"
S1149,S,book,True,III_book_entry,6,81,5,6,0,12,מקור חיים
S1249,S,book,True,III_book_entry,6,41,9,8,0,4,נקודות הכסף
S1357,S,book,True,III_book_entry,6,46,3,2,0,11,עזרת נשים
S1457,S,book,True,III_book_entry,6,119,6,1,0,2,פירוש הזהר
S1484,S,book,True,III_book_entry,6,130,5,2,0,5,"פירוש רש""י"
S1567,S,book,True,III_book_entry,6,176,4,1,0,4,פרי חדש
S1797,S,book,True,III_book_entry,6,42,6,3,0,4,"שו""ת הג""מ מאיר כ""ץ אבי הש""ך"
S1823,S,book,True,III_book_entry,6,148,4,6,0,0,שדה יהושע
S1890,S,book,True,III_book_entry,6,104,4,2,0,9,שער אפרים
S1895,S,book,True,III_book_entry,6,87,9,1,0,12,שער השמים
S1947,S,book,True,III_book_entry,6,78,12,4,0,3,תולדות אדם וחוה
S1956,S,book,True,III_book_entry,6,47,7,3,0,9,תוספות יום טוב
S1996,S,book,True,III_book_entry,6,75,8,0,0,11,תמורה
G0016,G,person,True,I_person_entry,5,14,3,9,0,2,"הרב החסיד המפורסם המקובל האלקי מהר""ר אברהם אזולאי"
G0024,G,person,True,I_person_entry,5,172,3,3,0,6,"מהר""ר אברהם ן' אשר"
G0065,G,person,True,I_person_entry,5,1,1,1,0,13,מ' אברהם הכהן פימינטיל
G0099,G,person,True,I_person_entry,5,26,3,7,0,10,"מהר""ר אברהם קונקי"
G0148,G,person,True,I_person_entry,5,138,4,3,0,1,רבינו אלחנן
G0209,G,person,True,I_person_entry,5,12,1,6,0,13,"הג""מ אלכסנדר סענדר שור"
G0231,G,person,True,I_person_entry,5,78,10,7,0,0,"רבינו אפרים תלמיד הרי""ף"
G0279,G,person,True,I_person_entry,5,181,9,10,0,1,רבינו ברוך (בן יצחק
G0387,G,person,True,I_person_entry,5,43,2,4,0,5,רבינו הלל בר אליקים
G0397,G,person,True,I_person_entry,5,53,3,2,0,4,"מהר""ר ולק"
G0430,G,person,True,I_person_entry,5,49,8,12,0,7,"מהר""ר חיים בר בצלאל"
G0465,G,person,True,I_person_entry,5,123,4,4,0,6,מה' חנניא אישפיריאל
G0557,G,person,True,I_person_entry,5,52,6,8,0,6,"מהר""ר יהושע צונצין"
G0558,G,person,True,I_person_entry,5,51,2,14,0,4,"מהר""ר יהושע"
G0564,G,person,True,I_person_entry,5,116,8,6,0,1,רבינו יואל בר יצחק הלוי
G0576,G,person,True,I_person_entry,5,30,6,8,0,7,"מהר""ר יונה"
G0600,G,person,True,I_person_entry,5,20,7,3,0,9,רבינו יוסף גיקיטיליא
G0624,G,person,True,I_person_entry,5,72,5,7,0,4,"מהר""ר יוסף כ""ץ"
G0644,G,person,True,I_person_entry,5,134,2,2,0,2,"הרב מהר""ר יוסף ן' צאייאח"
G0650,G,person,True,I_person_entry,5,167,9,12,0,10,"מהר""ר יוסף קורקוס"
G0656,G,person,True,I_person_entry,5,134,2,3,0,4,"הג""מ יוסף שטיינהארט"
G0665,G,person,True,I_person_entry,5,30,4,8,0,4,"הגאון מהר""ר יחזקאל סג""ל לאנדא"
G0683,G,person,True,I_person_entry,5,141,2,4,0,11,מה' יעקב אבואלעפיא
G0750,G,person,True,I_person_entry,5,24,1,4,0,16,"מהר""ר יעקב ששפורטש"
G0815,G,person,True,I_person_entry,5,174,6,5,0,1,"רבינו יצחק בר מאיר (ריב""ם"
G0849,G,person,True,I_person_entry,5,135,0,7,0,0,רבינו יצחק קאנפאנטון
G0875,G,person,True,I_person_entry,5,186,19,13,0,1,רבינו ישעיה אחרון
G0905,G,person,True,I_person_entry,5,142,5,2,0,2,"מהר""ר ישראל סרוק"
G0928,G,person,True,I_person_entry,5,27,9,10,0,1,דב לוי בן גרשום
G0942,G,person,True,I_person_entry,5,44,6,1,0,9,"מהר""ר ליב"
G0952,G,person,True,I_person_entry,5,149,2,3,0,3,מה' מאיר די בוטון
G1035,G,person,True,I_person_entry,5,132,1,1,0,3,"מהר""ר מרדכי קלעי"
G1049,G,person,True,I_person_entry,5,150,3,4,0,3,"מהר""ם (משה) אמארילייו"
G1058,G,person,True,I_person_entry,5,12,1,2,0,2,"מהר""ם גאלאנטי"
G1075,G,person,True,I_person_entry,5,147,0,2,0,6,"מהר""ם מטראני"
G1116,G,person,True,I_person_entry,5,55,0,4,0,5,"מהר""ר משה פרנקפורט"
G1119,G,person,True,I_person_entry,5,144,3,4,0,7,"מהר""ר משה מפרעמסלא"
G1160,G,person,True,I_person_entry,5,210,14,11,0,1,רב נסים גאון
G1217,G,person,True,I_person_entry,5,152,9,6,0,3,"מהר""ר עזריה יהושע"
